,JobTitle,Year,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay,TotalPay
3340,Senior Food Service Worker,2014,970876.15,26221.99,62724.2,48543.8075,11054.341255707206,26221.99,53485.895000000004
3341,Senior Health Educator,2012,191297.03999999998,92339.14,98957.9,95648.51999999999,4680.170079046265,92339.14,95648.51999999999
3342,Senior Health Educator,2013,156916.11,14716.0,103748.69,52305.369999999995,46104.8145003415,14716.0,38451.42
3343,Senior Health Educator,2014,190692.36,7396.5,100372.51,63564.119999999995,49418.81674549381,7396.5,82923.35
3344,Senior Health Program Planner,2012,744109.64,23535.0,96680.0,82678.8488888889,24563.297177354594,23535.0,95999.75
3345,Senior Health Program Planner,2013,843893.83,11296.8,103653.02,84389.383,30134.35280367908,11296.8,100716.015
3346,Senior Health Program Planner,2014,790190.11,53826.0,103021.01,87798.9011111111,19686.240080329237,103021.01,100786.35
3347,Senior Housing Inspector,2012,579689.67,113646.06,119956.93,115937.93400000001,2414.6098932187756,113646.06,115560.9
3348,Senior Housing Inspector,2013,420538.97,52290.41,124037.48,105134.7425,35243.6890707035,52290.41,122105.54000000001
3349,Senior Housing Inspector,2014,662060.17,75025.96,121736.54,110343.36166666668,17623.636620916146,75025.96,115691.6
3350,Senior Industrial Hygienist,2012,1156813.27,82949.03,119613.18,115681.327,11522.628800290759,119613.05,119613.03
3351,Senior Industrial Hygienist,2013,1230120.64,97659.86,127971.62,123012.06399999998,9263.407999383857,97659.86,126622.14
3352,Senior Industrial Hygienist,2014,1191646.72,66210.54,126677.11,119164.67199999999,19090.657298884766,126677.05,126677.05
3353,Senior Laundry Worker,2012,229962.73,46419.9,67484.16,57490.6825,9073.768548390373,46419.9,58029.33500000001
3354,Senior Laundry Worker,2013,254767.55000000002,49123.58,73515.02,63691.887500000004,11497.662664180565,49123.58,66064.475
3355,Senior Laundry Worker,2014,274151.6,56101.41,80450.3,68537.9,13071.269201223982,56101.41,68799.94499999999
3356,Senior Legal Process Clerk,2012,2342997.98,102.59,70903.59,48812.457916666666,19158.461226425654,102.59,57893.3
3357,Senior Legal Process Clerk,2013,2443710.66,0.0,72364.8,51993.843829787234,21389.883342599092,0.0,62327.31
3358,Senior Legal Process Clerk,2014,2527596.85,62.87,73055.25,57445.38295454546,16057.409627406243,62.87,62533.875
3359,Senior Maintenance Controller,2012,62333.62,62333.62,62333.62,62333.62,,62333.62,62333.62
3360,Senior Management Assistant,2012,3454632.83,4699.84,87141.38,69092.6566,24522.409590105286,84093.5,82272.66500000001
3361,Senior Management Assistant,2013,3908679.37,343.44,109125.68,69797.84589285715,29409.779873437026,89829.02,83532.01
3362,Senior Management Assistant,2014,3670850.9,11360.2,92774.78,76476.06041666666,19659.513178348323,89302.03,86383.065
3363,Senior Medical Social Worker,2012,432345.51,75155.25,90345.61,86469.102,6358.98180902965,75155.25,88754.04
3364,Senior Medical Social Worker,2013,435263.48,68812.41,95499.04,87052.696,10535.97374808707,68812.41,89662.77
3365,Senior Medical Social Worker,2014,456824.16000000003,79253.44,95306.13,91364.83200000001,6821.543405591578,79253.44,94271.06
3366,Senior Microbiologist,2012,441637.26,59851.2,98176.0,88327.452,16605.885881405728,98175.99,98175.99
3367,Senior Microbiologist,2013,389855.9,78836.86,105033.56,97463.975,12566.254340174979,78836.86,102992.73999999999
3368,Senior Microbiologist,2014,316087.23,103974.01,108139.18,105362.40999999999,2404.753360513292,103974.01,103974.04
3369,Senior Morgue Attendant,2012,68517.0,68517.0,68517.0,68517.0,,68517.0,68517.0
3370,Senior Morgue Attendant,2013,73197.03,73197.03,73197.03,73197.03,,73197.03,73197.03
3371,Senior Morgue Attendant,2014,72877.57,72877.57,72877.57,72877.57,,72877.57,72877.57
3372,Senior Museum Preparator,2012,144578.47999999998,28259.78,58176.21,48192.82666666666,17262.533021582705,28259.78,58142.49
3373,Senior Museum Preparator,2013,64200.28,64200.28,64200.28,64200.28,,64200.28,64200.28
3374,Senior Museum Preparator,2014,62399.54,62399.54,62399.54,62399.54,,62399.54,62399.54
3375,Senior Museum Registrar,2012,216470.93,63241.0,77059.0,72156.97666666667,7734.219225082344,63241.0,76170.93
3376,Senior Museum Registrar,2013,165372.91999999998,4519.5,81351.0,41343.229999999996,38022.34512798493,4519.5,39751.21
3377,Senior Museum Registrar,2014,318159.66000000003,79608.15,157691.51,106053.22000000002,44724.451116796285,79608.15,80860.0
3378,Senior Occupational Therapist,2012,531677.61,69723.15,121733.31,106335.522,20976.735385728403,69723.15,115735.0
3379,Senior Occupational Therapist,2013,572335.0,74325.84,129968.7,114467.0,22695.31864822237,74325.84,123627.53
3380,Senior Occupational Therapist,2014,568348.2,75206.1,128629.54,113669.63999999998,21746.34845221491,75206.1,122167.34
3381,Senior Offset Machine Operator,2012,57960.92,57960.92,57960.92,57960.92,,57960.92,57960.92
3382,Senior Offset Machine Operator,2013,21721.25,21721.25,21721.25,21721.25,,21721.25,21721.25
3383,Senior Parking Control Officer,2012,2305593.99,10508.53,100617.15,72049.8121875,21061.044855367556,10508.53,73259.035
3384,Senior Parking Control Officer,2013,2548072.62,7293.08,98793.17,74943.31235294118,15687.959790638159,7293.08,75231.315
3385,Senior Parking Control Officer,2014,2750617.4,541.85,187968.49,80900.51176470588,24720.86119181928,541.85,80029.485
3386,Senior Parts Storekeeper,2012,689738.11,58848.5,77400.03,68973.811,5437.55938273873,58848.5,69324.625
3387,Senior Parts Storekeeper,2013,678270.67,65310.09,83232.49,75363.40777777779,5787.534598997609,65310.09,76531.1
3388,Senior Parts Storekeeper,2014,622360.55,10332.49,84497.86,69151.17222222223,22597.61522847034,10332.49,76310.7
3389,Senior Personnel Analyst,2012,8542055.6,1709.62,110381.74,84574.80792079208,25389.126246132,97461.0,97461.0
3390,Senior Personnel Analyst,2013,9921283.709999999,192.2,132776.21,88582.89026785713,29930.784411334287,104250.51,103954.54999999999
3391,Senior Personnel Analyst,2014,9803213.34,116.43,113264.01,85245.33339130435,28996.26299801999,103180.01,99425.33
3392,Senior Personnel Clerk,2012,2255835.51,14069.2,81822.33,59364.09236842105,12636.827702590523,63533.55,63533.535
3393,Senior Personnel Clerk,2013,2210345.34,0.0,89160.59,59739.06324324324,18779.86638607452,67878.04,67878.01
3394,Senior Personnel Clerk,2014,2362479.2,2378.5,97642.0,60576.389743589745,17942.940795869887,67474.02,67474.02
3395,Senior Pharmacy Helper,2012,69646.86,69646.86,69646.86,69646.86,,69646.86,69646.86
3396,Senior Pharmacy Helper,2013,71970.59,71970.59,71970.59,71970.59,,71970.59,71970.59
3397,Senior Pharmacy Helper,2014,79213.49,79213.49,79213.49,79213.49,,79213.49,79213.49
3398,Senior Physical Therapist,2012,486505.45999999996,26393.3,115735.09,97301.09199999999,39655.85204297684,26393.3,115635.04
3399,Senior Physical Therapist,2013,611706.7,116558.01,124009.46,122341.34,3235.82614241712,116558.01,123684.54
3400,Senior Physical Therapist,2014,611013.53,121433.38,122509.03,122202.706,446.91233511729973,121433.38,122409.14
3401,Senior Physician Specialist,2012,16201728.32,304.57,257635.38,122740.36606060606,64154.60769425188,304.57,136163.93
3402,Senior Physician Specialist,2013,18688116.3,765.78,322886.84,143754.74076923076,71438.97860281754,765.78,166380.845
3403,Senior Physician Specialist,2014,17978879.3,3018.6,311650.36,140459.99453125,68104.0071049391,193065.6,144955.85
3404,Senior Plan Checker,2012,110123.02,110123.02,110123.02,110123.02,,110123.02,110123.02
3405,Senior Plan Checker,2013,117786.04,117786.04,117786.04,117786.04,,117786.04,117786.04
3406,Senior Plan Checker,2014,116567.02,116567.02,116567.02,116567.02,,116567.02,116567.02
3407,Senior Plumbing Inspector,2012,358539.16000000003,118411.24,120296.61,119513.05333333334,982.1509500241401,118411.24,119831.31
3408,Senior Plumbing Inspector,2013,392958.77,127971.08,133108.89,130986.25666666667,2682.6755488566537,127971.08,131878.8
3409,Senior Plumbing Inspector,2014,382524.89,126171.61,129985.64,127508.29666666668,2147.680011927598,126171.61,126367.64
3410,Senior Power House Operator,2012,431371.74,29610.68,112051.43,71895.29,36618.84149511288,29610.68,70202.865
3411,Senior Power House Operator,2013,480182.6,38044.32,105494.4,80030.43333333333,32047.090739993015,38044.32,95579.13
3412,Senior Power House Operator,2014,497085.23,1132.89,129350.13,82847.53833333333,51277.31659128602,1132.89,106059.98999999999
3413,"Senior Property Manager, Port",2012,330917.13,107447.03,111735.05,110305.71,2475.6895012905034,111735.05,111735.05
3414,"Senior Property Manager, Port",2013,360768.63,118513.01,122741.53,120256.21,2209.785491490068,118513.01,119514.09
3415,"Senior Property Manager, Port",2014,339474.29,102964.64,124223.04,113158.09666666666,10655.961214157702,102964.64,112286.61
3416,Senior Psychiatric Orderly,2012,73110.93,73110.93,73110.93,73110.93,,73110.93,73110.93
3417,Senior Psychiatric Orderly,2013,78120.87,78120.87,78120.87,78120.87,,78120.87,78120.87
3418,Senior Psychiatric Orderly,2014,77681.87,77681.87,77681.87,77681.87,,77681.87,77681.87
3419,Senior Purchaser,2012,1008783.4,39058.75,97010.0,84065.28333333334,18287.227803729496,39058.75,90502.38500000001
3420,Senior Purchaser,2013,1117757.6099999999,38814.66,104518.01,93146.46749999998,18791.095401835762,102238.02,102238.015
3421,Senior Purchaser,2014,1117112.08,35570.13,103415.03,85931.69846153847,21865.688054477745,101195.05,100962.84
3422,Senior Real Property Appraiser,2012,1317659.16,9378.67,98388.39,82353.6975,26137.72423997022,9378.67,94136.475
3423,Senior Real Property Appraiser,2013,1123864.68,13756.14,100750.3,86451.12923076922,26130.66826224168,13756.14,99539.64
3424,Senior Real Property Appraiser,2014,1189477.91,29633.01,99563.11,84962.70785714286,21097.720182920668,29633.01,92665.32
3425,Senior Real Property Officer,2012,216185.13,105783.48,110401.65,108092.565,3265.539323672282,105783.48,108092.565
3426,Senior Real Property Officer,2013,293767.64,59588.09,119256.52,97922.54666666668,33269.24570592837,59588.09,114923.03
3427,Senior Real Property Officer,2014,236064.12,118032.02,118032.1,118032.06,0.056568542491013694,118032.02,118032.06
3428,Senior Social Worker,2012,8564072.31,86.11,78724.54,70197.31401639344,9957.771346015372,72949.75,72946.495
3429,Senior Social Worker,2013,8067542.55,427.87,103228.64,72680.56351351351,16770.5876756585,77274.14,77922.11
3430,Senior Social Worker,2014,207497.93,95.01,76968.04,18863.44818181818,26193.566017480636,95.01,3903.96
3431,Senior Stationary Engineer,2012,3663979.0100000002,4418.4,148908.26,99026.45972972973,22415.003215396013,4418.4,98869.35
3432,Senior Stationary Engineer,2013,3796802.0300000003,0.0,158970.81,105466.72305555556,29468.123107891915,0.0,107975.08
3433,Senior Stationary Engineer,2014,3357846.18,8304.73,156099.27,104932.693125,25123.596449915538,8304.73,103176.54000000001
3434,Senior Storekeeper,2012,478093.92,25642.98,67303.39,53121.54666666666,11560.80028428288,25642.98,57466.8
3435,Senior Storekeeper,2013,494916.98,57225.44,68853.88,61864.6225,3217.875830636238,57225.44,61512.01
3436,Senior Storekeeper,2014,494182.19,58491.55,67831.28,61772.77375,2651.645546577435,61036.0,61233.675
3437,Senior Street Inspector,2012,377482.93,77331.7,112251.73,94370.7325,16785.60477464221,77331.7,93949.75
3438,Senior Street Inspector,2013,409316.66,90116.63,115173.18,102329.165,13898.17279988152,90116.63,102013.42499999999
3439,Senior Street Inspector,2014,410622.87,89576.0,114879.02,102655.7175,12657.376061765655,89576.0,103083.92499999999
3440,Senior Telephone Operator,2012,1190439.57,3331.11,63953.59,36073.92636363637,19485.584003250944,3331.11,38777.47
3441,Senior Telephone Operator,2013,1070334.7,0.0,67131.34,38226.239285714284,24580.25483502229,0.0,49340.83
3442,Senior Telephone Operator,2014,935641.66,12.78,67654.28,33415.77357142857,23715.161191381696,12.78,33251.685
3443,Senior Transcriber Typist,2012,52839.5,52839.5,52839.5,52839.5,,52839.5,52839.5
3444,Senior Transcriber Typist,2013,59285.82,59285.82,59285.82,59285.82,,59285.82,59285.82
3445,Senior Transcriber Typist,2014,61950.84,61950.84,61950.84,61950.84,,61950.84,61950.84
3446,Senior Transit Traffic Checker,2012,74127.07,74127.07,74127.07,74127.07,,74127.07,74127.07
3447,Senior Transit Traffic Checker,2013,86610.69,86610.69,86610.69,86610.69,,86610.69,86610.69
3448,Senior Transit Traffic Checker,2014,80423.33,80423.33,80423.33,80423.33,,80423.33,80423.33
3449,Senior Unit Clerk,2012,249122.45,56520.64,64444.5,62280.6125,3843.859277907861,56520.64,64078.655
3450,Senior Unit Clerk,2013,274307.5,64671.38,73124.71,68576.875,3471.4654080613677,64671.38,68255.705
3451,Senior Unit Clerk,2014,273968.6,66527.52,72840.76,68492.15,2971.925786141594,66527.52,67300.16
3452,Senior Water Service Inspector,2012,709317.16,6986.0,136677.83,101331.02285714286,42781.11211621499,6986.0,111802.5
3453,Senior Water Service Inspector,2013,966746.09,2759.9,144317.2,96674.609,45742.28058870782,2759.9,114254.66
3454,Senior Water Service Inspector,2014,1006513.62,39403.01,141852.23,111834.84666666666,29405.860732757,39403.01,113998.03
3455,Senior Water Services Clerk,2012,2682903.14,170.67,68359.71,55893.81541666667,16035.186300244897,63701.0,63568.695
3456,Senior Water Services Clerk,2013,2775373.34,14686.83,78261.31,63076.66681818182,12170.294027287766,68067.0,67809.805
3457,Senior Water Services Clerk,2014,2711851.74,3406.34,73196.63,60263.372,16186.188365732543,67651.01,67651.0
3458,Sergeant 2,2012,3508541.87,359.08,209435.4,159479.1759090909,40363.74098196238,359.08,163263.82
3459,Sergeant 2,2013,9195526.85,136598.82,210614.67,167191.39727272728,16863.37093927352,136598.82,164044.44
3460,Sergeant 2,2014,8698980.48,42936.06,200849.97,161092.23111111112,22945.698628347447,42936.06,160454.11
3461,Sergeant 3,2012,49843204.85,67.42,233985.76,157234.08470031546,36605.40937897988,438.22,158522.67
3462,Sergeant 3,2013,61703439.28,23873.22,252496.26,170923.65451523545,26624.227614466927,23873.22,170068.89
3463,Sergeant 3,2014,60843743.72,1677.01,252066.66,164888.19436314362,27057.736340534815,1677.01,162188.25
3464,"Sergeant, (Police Department)",2012,2324952.07,438.22,213297.43,145309.504375,46435.3307817274,438.22,144501.91499999998
3465,"Sergeant, (Police Department)",2013,2109478.79,112614.27,192433.32,162267.59923076924,19450.28848132956,112614.27,166324.67
3466,"Sergeant, (Police Department)",2014,1436585.6400000001,120050.22,190270.76,159620.62666666668,22484.325140579065,120050.22,153270.62
3467,Sewage Treatment Plant Supt,2012,1257065.79,30394.7,172360.97,114278.70818181819,36487.00474173422,125580.0,124488.48
3468,Sewage Treatment Plant Supt,2013,1076802.8699999999,30578.6,151524.86,119644.76333333332,37364.108615868245,134366.5,134366.5
3469,Sewage Treatment Plant Supt,2014,935769.62,119185.35,143057.03,133681.3742857143,7761.560928603763,133000.01,133000.02
3470,Sewer Maintenance Worker,2012,543207.44,17285.58,80490.64,60356.382222222215,17756.136900791353,17285.58,64465.56
3471,Sewer Maintenance Worker,2013,541477.31,0.0,91246.1,60164.14555555556,27077.477259556093,0.0,68882.94
3472,Sewer Maintenance Worker,2014,534117.68,2253.56,88278.75,59346.408888888895,28136.801084250164,2253.56,75460.91
3473,Sewer Repair Supervisor,2012,623570.3,71787.96,155308.7,124714.06000000001,32040.933297432995,71787.96,127133.07
3474,Sewer Repair Supervisor,2013,578927.77,136477.25,160527.08,144731.9425,10781.009534211462,136477.25,140961.72
3475,Sewer Repair Supervisor,2014,786078.75,111856.37,160747.52,131013.125,17424.669171618436,111856.37,129450.29999999999
3476,Sewer Service Worker,2012,2704909.27,11811.57,118175.6,87255.13774193548,24249.94572703215,11811.57,91112.08
3477,Sewer Service Worker,2013,2777520.56,0.0,121739.64,89597.43741935484,25368.631221810527,0.0,94496.25
3478,Sewer Service Worker,2014,2659804.11,16969.89,117857.77,85800.13258064516,28970.597890532274,16969.89,96626.77
3479,Shade and Drapery Worker,2012,57123.71,57123.71,57123.71,57123.71,,57123.71,57123.71
3480,Shade and Drapery Worker,2013,58212.29,58212.29,58212.29,58212.29,,58212.29,58212.29
3481,Shade and Drapery Worker,2014,56192.85,56192.85,56192.85,56192.85,,56192.85,56192.85
3482,Sheet Metal Supervisor 1,2012,532265.13,102662.37,112704.03,106453.026,4282.364368351904,102662.37,104139.3
3483,Sheet Metal Supervisor 1,2013,438979.11,93018.49,124370.58,109744.7775,12856.760652150742,93018.49,110795.01999999999
3484,Sheet Metal Supervisor 1,2014,342470.23,109666.04,121153.12,114156.74333333333,6139.792412747622,109666.04,111651.07
3485,Sheet Metal Worker,2012,2439126.99,234.25,103476.73,76222.7184375,34086.57452995563,234.25,94104.32
3486,Sheet Metal Worker,2013,2836479.35,22462.0,115667.89,88639.9796875,26708.86001223219,22462.0,100768.015
3487,Sheet Metal Worker,2014,2581043.13,23366.0,114439.27,86034.771,29485.160991123386,23366.0,100044.55
3488,Sheet Metal Wrk Supervisor 2,2012,60812.47,60812.47,60812.47,60812.47,,60812.47,60812.47
3489,Sheet Metal Wrk Supervisor 2,2013,119457.0,119457.0,119457.0,119457.0,,119457.0,119457.0
3490,Sheet Metal Wrk Supervisor 2,2014,119974.49,119974.49,119974.49,119974.49,,119974.49,119974.49
3491,Shelter Office Asst Supv,2012,58595.66,58595.66,58595.66,58595.66,,58595.66,58595.66
3492,Shelter Office Asst Supv,2013,61651.37,61651.37,61651.37,61651.37,,61651.37,61651.37
3493,Shelter Office Asst Supv,2014,63457.67,63457.67,63457.67,63457.67,,63457.67,63457.67
3494,Shelter Officer Supervisor,2012,66709.13,66709.13,66709.13,66709.13,,66709.13,66709.13
3495,Shelter Officer Supervisor,2013,71262.89,71262.89,71262.89,71262.89,,71262.89,71262.89
3496,Shelter Officer Supervisor,2014,72284.81,72284.81,72284.81,72284.81,,72284.81,72284.81
3497,Shelter Service Rep,2012,349168.22,878.85,59234.02,24940.58714285714,21174.5360674105,878.85,19068.82
3498,Shelter Service Rep,2013,423041.55,2821.5,63216.45,35253.4625,21612.047793439462,2821.5,41200.325
3499,Shelter Service Rep,2014,394160.01,5286.39,61237.22,39416.001000000004,17770.87356184549,5286.39,41960.399999999994
3500,Shelter Veterinarian,2012,187944.1,73561.3,114382.8,93972.05,28865.15946820665,73561.3,93972.05
3501,Shelter Veterinarian,2013,197366.72,85058.27,112308.45,98683.36,19268.78706655403,85058.27,98683.36
3502,Shelter Veterinarian,2014,121938.59999999999,15968.15,105970.45,60969.299999999996,63641.236652386004,15968.15,60969.299999999996
3503,Sheriff,2012,15305.2,15305.2,15305.2,15305.2,,15305.2,15305.2
3504,Sheriff (SFERS),2012,206651.69,206651.69,206651.69,206651.69,,206651.69,206651.69
3505,Sheriff (SFERS),2013,231739.64,231739.64,231739.64,231739.64,,231739.64,231739.64
3506,Sheriff (SFERS),2014,228566.89,228566.89,228566.89,228566.89,,228566.89,228566.89
3507,Sheriff's Cadet,2012,2091086.8800000001,24.76,54590.64,34851.448000000004,13263.656100321381,24.76,38051.705
3508,Sheriff's Cadet,2013,1836429.23,1467.0,66917.94,38258.942291666666,16295.375671281357,1467.0,41590.16499999999
3509,Sheriff's Cadet,2014,2456578.03,48.62,62731.69,31494.590128205127,18816.227952096444,1558.0,37950.024999999994
3510,Sheriff's Captain,2012,1104667.99,150031.09,164342.38,157809.71285714285,5135.8311313642835,150031.09,157473.85
3511,Sheriff's Captain,2013,1374263.32,163167.47,187921.63,171782.915,7915.859870516738,163167.47,169223.2
3512,Sheriff's Captain,2014,1344757.1400000001,147476.31,179296.62,168094.64250000002,9801.853941898305,147476.31,169069.31
3513,Sheriff's Lieutenant,2012,4998310.45,71294.86,186275.19,142808.87,19842.62554079341,71294.86,142788.76
3514,Sheriff's Lieutenant,2013,5187940.88,25024.61,215464.11,148226.8822857143,35080.93582511799,25024.61,150653.16
